ANYO,MES,COD_PROV,NOM_PROV,COD_MUN,NOM_MUN,COD_SECTOR,DESC_SECTOR,COD_GRUPO,DESC_GRUPO,COD_GENERO,DESC_GENERO,RANGO_EDAD,NUM_CONTRATOS
2018,1,46,VALENCIA,22,ALFAFAR,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,2
2018,1,46,VALENCIA,163,MASSALFASSAR,C ,Construccion,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,1
2018,1,46,VALENCIA,186,PAIPORTA,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,15,ALCASSER,S ,Servicios,3,"Tecnicos, profesionales de apoyo",M,Mujer,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,1,Directores y gerentes,M,Mujer,25-44,1
2018,1,46,VALENCIA,3,ATZENETA DALBAIDA,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,146,XERESA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,46,VALENCIA,181,OLIVA,I ,Industria,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,1
2018,1,46,VALENCIA,123,FAVARA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,46,VALENCIA,103,QUARTELL,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,<25  ,1
2018,1,46,VALENCIA,186,PAIPORTA,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,46,VALENCIA,111,CHIVA,I ,Industria,9,Ocupaciones elementales,M,Mujer,<25  ,12
2018,1,46,VALENCIA,124,FONTANARS DELS ALFORINS,A ,Agricultura,6,"Trabajadores cualificados en el sector agricola, ganadero, forestal y pesquero",H,Hombre,25-44,1
2018,1,46,VALENCIA,11,ALBERIC,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,2
2018,1,46,VALENCIA,145,XATIVA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,<25  ,1
2018,1,46,VALENCIA,220,SAGUNTO/SAGUNT,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,46,VALENCIA,85,CARLET,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,>44  ,1
2018,1,46,VALENCIA,250,VALENCIA,C ,Construccion,9,Ocupaciones elementales,M,Mujer,<25  ,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",M,Mujer,25-44,2
2018,1,46,VALENCIA,190,PATERNA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,<25  ,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,3
2018,1,46,VALENCIA,83,CARCAIXENT,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,105,CULLERA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,2
2018,1,46,VALENCIA,207,RAFELBUOL/RAFELBUNYOL,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",M,Mujer,25-44,5
2018,1,46,VALENCIA,60,BENIFAIO,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
2018,1,3,ALICANTE,65,ELCHE/ELX,S ,Servicios,6,"Trabajadores cualificados en el sector agri­cola, ganadero, forestal y pesquero",H,Hombre,25-44,1
2018,1,3,ALICANTE,128,TEULADA,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,3,ALICANTE,9,ALCOY/ALCOI,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,2
2018,1,3,ALICANTE,65,ELCHE/ELX,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,4
2018,1,3,ALICANTE,31,BENIDORM,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
2018,1,3,ALICANTE,119,SANT JOAN D'ALACANT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,<25  ,1
2018,1,3,ALICANTE,139,"VILLAJOYOSA/VILA JOIOSA, LA",S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,1
2018,1,3,ALICANTE,121,SANTA POLA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,3,ALICANTE,42,BENITACHELL/POBLE NOU DE BENIT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,3,ALICANTE,14,ALICANTE/ALACANT,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,3,ALICANTE,140,VILLENA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,<25  ,7
2018,1,3,ALICANTE,59,CREVILLENT,C ,Construccion,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,<25  ,1
2018,1,3,ALICANTE,53,CASTALLA,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,3,ALICANTE,133,TORREVIEJA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,1
2018,1,3,ALICANTE,9,ALCOY/ALCOI,S ,Servicios,3,"Tecnicos, profesionales de apoyo",M,Mujer,25-44,1
2018,1,3,ALICANTE,56,COCENTAINA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,3,ALICANTE,78,HONDON DE LOS FRAILES,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,3,ALICANTE,136,VALL DE GALLINERA,A ,Agricultura,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,1
2018,1,3,ALICANTE,59,CREVILLENT,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,1
2018,1,3,ALICANTE,9,ALCOY/ALCOI,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,3
2018,1,3,ALICANTE,9,ALCOY/ALCOI,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,4
2018,1,3,ALICANTE,55,CATRAL,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,1
2018,1,3,ALICANTE,139,"VILLAJOYOSA/VILA JOIOSA, LA",S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,10
2018,1,3,ALICANTE,93,NOVELDA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,11
2018,1,3,ALICANTE,140,VILLENA,I ,Industria,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,2
2018,1,3,ALICANTE,66,ELDA,I ,Industria,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,3
2018,1,3,ALICANTE,121,SANTA POLA,I ,Industria,3,"Tecnicos, profesionales de apoyo",M,Mujer,25-44,1
2018,1,3,ALICANTE,34,BENIJOFAR,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,3,ALICANTE,76,GUARDAMAR DEL SEGURA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,12
2018,1,3,ALICANTE,31,BENIDORM,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,25-44,2
2018,1,3,ALICANTE,47,CALP,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,25-44,5
2018,1,3,ALICANTE,118,SAN FULGENCIO,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,147,LLIRIA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,5
2018,1,46,VALENCIA,83,CARCAIXENT,C ,Construccion,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,135,GODELLA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,2
2018,1,46,VALENCIA,205,PUÃ‡OL,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,<25  ,4
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,136,GODELLETA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,25-44,3
2018,1,46,VALENCIA,15,ALCASSER,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,46,VALENCIA,203,"POBLA LLARGA, LA",S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,3,ALICANTE,99,ORIHUELA,A ,Agricultura,3,"Tecnicos, profesionales de apoyo",M,Mujer,25-44,1
2018,1,3,ALICANTE,19,ASPE,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,2
2018,1,3,ALICANTE,133,TORREVIEJA,C ,Construccion,1,Directores y gerentes,H,Hombre,25-44,1
2018,1,3,ALICANTE,65,ELCHE/ELX,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,4
2018,1,3,ALICANTE,11,"ALFAS DEL PI, L'",S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,1
2018,1,3,ALICANTE,122,SAN VICENTE DEL RASPEIG/SANT V,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,2
2018,1,3,ALICANTE,99,ORIHUELA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,3
2018,1,3,ALICANTE,133,TORREVIEJA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,>44  ,3
2018,1,3,ALICANTE,31,BENIDORM,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,3
2018,1,3,ALICANTE,65,ELCHE/ELX,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,1
2018,1,3,ALICANTE,81,XALÃ“,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,3,ALICANTE,82,JAVEA/XABIA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,<25  ,1
2018,1,3,ALICANTE,139,"VILLAJOYOSA/VILA JOIOSA, LA",S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,3,ALICANTE,65,ELCHE/ELX,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
2018,1,3,ALICANTE,122,SAN VICENTE DEL RASPEIG/SANT V,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,3,ALICANTE,140,VILLENA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,3
2018,1,3,ALICANTE,99,ORIHUELA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,<25  ,2
2018,1,3,ALICANTE,63,DENIA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,1
2018,1,3,ALICANTE,66,ELDA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,1
2018,1,3,ALICANTE,104,PETRER,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,3,ALICANTE,139,"VILLAJOYOSA/VILA JOIOSA, LA",S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
2018,1,12,CASTELLAN,84,ONDA,A ,Agricultura,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,2
2018,1,12,CASTELLAN,32,BURRIANA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,12,CASTELLAN,89,PENÃSCOLA / PEÃ‘ÃSCOLA,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,>44  ,3
2018,1,12,CASTELLAN,31,BORRIOL,S ,Servicios,3,"Tecnicos, profesionales de apoyo",M,Mujer,>44  ,1
2018,1,12,CASTELLAN,94,"POBLA TORNESA, LA",I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,12,CASTELLAN,74,"LLOSA, LA",S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,12,CASTELLAN,27,BENICARLO,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,12,CASTELLAN,84,ONDA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,3
2018,1,12,CASTELLAN,93,"POBLA DE BENIFASSA, LA",A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,12,CASTELLAN,4,ALCALA DE XIVERT,A ,Agricultura,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,C ,Construccion,3,"Tecnicos, profesionales de apoyo",H,Hombre,<25  ,4
2018,1,12,CASTELLAN,32,BURRIANA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,2
2018,1,12,CASTELLAN,84,ONDA,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,>44  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,3
2018,1,12,CASTELLAN,135,VILA-REAL,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,126,"VALL D'UIXO, LA",I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,<25  ,1
2018,1,12,CASTELLAN,31,BORRIOL,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,>44  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,I ,Industria,3,"Tecnicos, profesionales de apoyo",H,Hombre,>44  ,1
2018,1,12,CASTELLAN,104,SEGORBE,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,121,TRAIGUERA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,H,Hombre,25-44,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,<25  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,5
2018,1,12,CASTELLAN,117,TORREBLANCA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,46,VALENCIA,139,GUADASSUAR,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,46,VALENCIA,11,ALBERIC,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,1
2018,1,46,VALENCIA,105,CULLERA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",M,Mujer,25-44,1
2018,1,46,VALENCIA,145,XATIVA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,2
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,1
2018,1,46,VALENCIA,143,XERACO,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,184,ONTINYENT,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),M,Mujer,>44  ,1
2018,1,46,VALENCIA,13,ALBORAYA,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,1
2018,1,46,VALENCIA,244,TORRENT,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,4
2018,1,46,VALENCIA,250,VALENCIA,I ,Industria,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,2
2018,1,46,VALENCIA,22,ALFAFAR,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,<25  ,3
2018,1,12,CASTELLAN,82,NULES,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,12,CASTELLAN,12,ALTURA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,12,CASTELLAN,33,CABANES,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,1
2018,1,12,CASTELLAN,5,ALCORA-L,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,3
2018,1,12,CASTELLAN,96,ROSSELL,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,12,CASTELLAN,126,"VALL D'UIXO, LA",S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,2
2018,1,12,CASTELLAN,27,BENICARLO,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,2
2018,1,12,CASTELLAN,5,ALCORA-L,I ,Industria,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,12,CASTELLAN,42,CATI,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,12,CASTELLAN,81,NAVAJAS,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,2
2018,1,12,CASTELLAN,82,NULES,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,4
2018,1,12,CASTELLAN,113,TOGA,A ,Agricultura,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,12,CASTELLAN,84,ONDA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,6
2018,1,12,CASTELLAN,100,SANT MATEU,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,12,CASTELLAN,4,ALCALA DE XIVERT,C ,Construccion,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,12,CASTELLAN,85,OROPESA DEL MAR/ORPESA,S ,Servicios,9,Ocupaciones elementales,M,Mujer,>44  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,2
2018,1,12,CASTELLAN,5,ALCORA-L,C ,Construccion,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,1
2018,1,12,CASTELLAN,126,"VALL D'UIXO, LA",S ,Servicios,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,1
2018,1,12,CASTELLAN,84,ONDA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,1,Directores y gerentes,H,Hombre,25-44,6
2018,1,12,CASTELLAN,11,ALMENARA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,12,CASTELLAN,21,BETXI,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,<25  ,1
2018,1,12,CASTELLAN,84,ONDA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,25-44,2
2018,1,12,CASTELLAN,32,BURRIANA,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,25-44,1
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,2
2018,1,12,CASTELLAN,53,CHILCHES/XILXES,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,12,CASTELLAN,82,NULES,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,46,VALENCIA,238,TAVERNES DE LA VALLDIGNA,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,1
2018,1,46,VALENCIA,145,XATIVA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,46,VALENCIA,48,BELLREGUARD,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,25-44,17
2018,1,46,VALENCIA,139,GUADASSUAR,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,46,VALENCIA,17,ALZIRA,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,7,ALBAL,S ,Servicios,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,>44  ,2
2018,1,46,VALENCIA,145,XATIVA,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",H,Hombre,25-44,1
2018,1,46,VALENCIA,244,TORRENT,S ,Servicios,9,Ocupaciones elementales,H,Hombre,>44  ,1
2018,1,46,VALENCIA,109,CHESTE,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,1
2018,1,46,VALENCIA,190,PATERNA,I ,Industria,9,Ocupaciones elementales,H,Hombre,25-44,6
2018,1,46,VALENCIA,209,RAFELGUARAF,S ,Servicios,4,"Empleados contables, administrativos y otros empleados de oficina",M,Mujer,>44  ,1
2018,1,46,VALENCIA,109,CHESTE,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,3
2018,1,46,VALENCIA,250,VALENCIA,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,>44  ,1
2018,1,46,VALENCIA,194,PICASSENT,I ,Industria,9,Ocupaciones elementales,H,Hombre,<25  ,10
2018,1,46,VALENCIA,205,PUÃ‡OL,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,>44  ,4
2018,1,46,VALENCIA,31,ALGINET,S ,Servicios,3,"Tecnicos, profesionales de apoyo",H,Hombre,>44  ,1
2018,1,46,VALENCIA,249,UTIEL,I ,Industria,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,3
2018,1,46,VALENCIA,51,BENAGUASIL,S ,Servicios,9,Ocupaciones elementales,M,Mujer,<25  ,3
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,2,Tecnicos y profesionales cientificos e intelectuales,M,Mujer,25-44,2
2018,1,46,VALENCIA,248,TURIS,I ,Industria,8,"Operadores de instalaciones y maquinaria, y montadores",H,Hombre,<25  ,2
2018,1,46,VALENCIA,70,BETERA,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,6
2018,1,46,VALENCIA,22,ALFAFAR,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,>44  ,1
2018,1,46,VALENCIA,205,PUÃ‡OL,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,S ,Servicios,9,Ocupaciones elementales,M,Mujer,<25  ,1
2018,1,46,VALENCIA,142,JALANCE,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,2
2018,1,46,VALENCIA,46,BARX,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,25-44,2
2018,1,46,VALENCIA,145,XATIVA,I ,Industria,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,250,VALENCIA,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,3
2018,1,46,VALENCIA,22,ALFAFAR,S ,Servicios,9,Ocupaciones elementales,M,Mujer,25-44,1
2018,1,46,VALENCIA,119,"ENOVA, L'",C ,Construccion,9,Ocupaciones elementales,H,Hombre,25-44,1
2018,1,46,VALENCIA,198,POTRIES,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,3
2018,1,12,CASTELLAN,43,CAUDIEL,S ,Servicios,9,Ocupaciones elementales,H,Hombre,<25  ,1
2018,1,12,CASTELLAN,138,VINAROS,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",M,Mujer,25-44,1
2018,1,12,CASTELLAN,27,BENICARLO,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,>44  ,2
2018,1,12,CASTELLAN,82,NULES,A ,Agricultura,9,Ocupaciones elementales,H,Hombre,25-44,3
2018,1,12,CASTELLAN,71,JERICA,C ,Construccion,7,Artesanos y trabajadores cualificados de las industrias manufactureras y la construccion (excepto operadores de instalaciones y maquinaria),H,Hombre,25-44,2
2018,1,12,CASTELLAN,40,CASTELLON DE LA PLANA/CASTELLAN,S ,Servicios,5,"Trabajadores de los servicios de restauracion, personales, proteccion y vendedores",H,Hombre,>44  ,1
